Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,Carbon Emission (kg/month)
underweight,male,vegan,twice a day,coal,public,,never,62,very frequently,992,large,3,16,32,17,No,['Metal'],"['Oven', 'Grill', 'Airfryer']",724.8
overweight,male,vegetarian,more frequently,electricity,public,,sometimes,61,rarely,1732,extra large,6,24,5,23,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",469.7
overweight,female,pescatarian,more frequently,wood,public,,often,254,very frequently,32,medium,4,4,22,18,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']",644
normal,male,vegan,daily,coal,walk/bicycle,,often,157,rarely,75,large,6,6,47,18,Yes,['Plastic'],"['Stove', 'Oven']",479.2
obese,female,omnivore,twice a day,coal,private,lpg,never,72,very frequently,3280,small,3,8,47,0,Sometimes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1346.68
overweight,male,vegan,twice a day,wood,walk/bicycle,,often,279,very frequently,73,large,1,11,14,5,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",550.4
underweight,female,omnivore,more frequently,wood,public,,often,286,never,230,small,1,18,6,19,Sometimes,['Glass'],['Oven'],426.6
overweight,male,omnivore,less frequently,natural gas,public,,never,241,frequently,663,large,7,19,47,19,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",790.25
overweight,female,vegetarian,more frequently,coal,public,,sometimes,184,frequently,92,large,6,9,16,10,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",537
obese,female,vegan,more frequently,wood,walk/bicycle,,sometimes,156,rarely,25,extra large,2,6,16,15,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",313.6
obese,female,omnivore,twice a day,electricity,private,diesel,sometimes,111,never,609,small,5,14,19,13,Sometimes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",531.74
overweight,female,vegan,twice a day,wood,private,diesel,never,210,frequently,8766,large,1,22,14,23,No,['Plastic'],"['Oven', 'Grill', 'Airfryer']",1942.99
underweight,female,vegan,daily,wood,walk/bicycle,,sometimes,200,very frequently,89,medium,4,21,18,11,No,"['Paper', 'Glass', 'Metal']",['Microwave'],588
underweight,male,pescatarian,daily,electricity,walk/bicycle,,never,107,rarely,66,medium,5,22,31,11,Sometimes,['Metal'],"['Stove', 'Microwave']",425.7
obese,female,vegan,twice a day,wood,public,,often,273,frequently,296,large,6,10,45,8,Sometimes,['Paper'],[],536.6
underweight,female,pescatarian,more frequently,coal,private,hybrid,often,129,very frequently,3892,small,4,19,48,24,Sometimes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",1595.22
underweight,male,omnivore,more frequently,electricity,walk/bicycle,,often,61,very frequently,54,medium,2,1,38,7,Sometimes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",731.6
underweight,male,vegetarian,more frequently,wood,private,diesel,never,265,frequently,4135,extra large,7,3,41,4,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",1251.59
obese,male,vegan,twice a day,natural gas,public,,often,242,never,1922,medium,7,20,36,5,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",483.8
overweight,female,pescatarian,less frequently,electricity,public,,never,147,rarely,516,small,1,21,39,9,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",435
obese,female,pescatarian,daily,electricity,walk/bicycle,,often,260,rarely,16,large,4,19,3,23,Yes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",397
underweight,male,vegan,more frequently,natural gas,public,,often,278,rarely,795,medium,1,0,30,3,No,"['Paper', 'Metal']","['Stove', 'Microwave']",404.05
obese,male,pescatarian,more frequently,coal,public,,often,227,frequently,1394,extra large,6,20,48,0,No,"['Paper', 'Metal']",['Microwave'],707.4
obese,male,pescatarian,less frequently,coal,walk/bicycle,,often,218,rarely,80,small,5,1,3,13,Yes,['Glass'],['Microwave'],381.3
overweight,male,vegan,less frequently,electricity,public,,often,141,very frequently,605,extra large,7,5,20,5,Sometimes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",636.85
underweight,male,vegetarian,daily,natural gas,walk/bicycle,,sometimes,285,very frequently,11,small,7,9,42,17,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",728
overweight,male,pescatarian,daily,wood,public,,often,188,very frequently,549,large,2,23,47,15,No,['Metal'],"['Grill', 'Airfryer']",748.25
normal,female,omnivore,more frequently,coal,walk/bicycle,,often,248,rarely,8,large,5,9,34,11,No,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",594.3
obese,female,omnivore,less frequently,electricity,walk/bicycle,,often,158,rarely,78,large,3,23,22,0,No,['Metal'],"['Microwave', 'Grill', 'Airfryer']",488.8
underweight,female,vegan,daily,wood,walk/bicycle,,never,135,very frequently,81,large,6,17,23,5,No,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",609.5
normal,male,pescatarian,less frequently,coal,private,petrol,sometimes,297,frequently,4690,large,5,23,23,22,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1498.18
normal,female,pescatarian,more frequently,natural gas,public,,often,248,rarely,253,large,6,24,21,20,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",501.45
obese,male,vegan,less frequently,wood,private,electric,sometimes,172,very frequently,2419,extra large,7,20,3,13,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",717.15
underweight,male,vegan,daily,electricity,private,electric,sometimes,183,frequently,5544,small,4,24,19,12,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",717.5
normal,female,vegetarian,more frequently,electricity,private,petrol,often,245,very frequently,1645,small,2,5,28,20,Yes,['Metal'],"['Oven', 'Microwave']",944.84
obese,male,pescatarian,daily,natural gas,private,electric,sometimes,77,very frequently,9246,large,5,14,35,9,No,"['Paper', 'Plastic', 'Metal']",['Stove'],1176
obese,male,omnivore,twice a day,wood,public,,never,155,rarely,1540,medium,1,6,21,11,Yes,"['Paper', 'Glass']",['Microwave'],531.5
obese,female,omnivore,twice a day,coal,walk/bicycle,,never,189,rarely,79,extra large,1,18,37,3,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",562.4
underweight,male,pescatarian,daily,coal,walk/bicycle,,never,100,never,84,medium,2,19,33,13,Sometimes,"['Plastic', 'Glass']",[],406.5
obese,female,omnivore,twice a day,natural gas,walk/bicycle,,never,178,never,4,small,4,17,14,23,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",481.3
overweight,female,omnivore,daily,wood,private,electric,often,181,never,7270,large,1,16,43,8,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",830.6
underweight,male,omnivore,twice a day,wood,walk/bicycle,,sometimes,61,very frequently,56,large,2,18,40,6,Yes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",770.6
underweight,female,omnivore,less frequently,natural gas,private,hybrid,sometimes,187,never,4588,small,3,5,14,10,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave']",1405.68
obese,male,vegetarian,less frequently,coal,private,hybrid,sometimes,202,very frequently,7843,medium,1,7,41,18,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2342.23
underweight,female,vegan,daily,natural gas,private,lpg,sometimes,89,never,9503,extra large,5,17,0,0,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1870.4
normal,female,vegan,more frequently,natural gas,walk/bicycle,,sometimes,117,rarely,59,small,6,15,7,15,Yes,"['Paper', 'Metal']","['Grill', 'Airfryer']",349.7
overweight,male,pescatarian,daily,electricity,private,electric,never,276,very frequently,2171,medium,7,14,8,0,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",722.15
obese,male,pescatarian,twice a day,coal,walk/bicycle,,never,231,frequently,26,large,3,22,42,22,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",616.6
overweight,male,vegan,daily,electricity,public,,sometimes,285,rarely,198,extra large,1,17,43,15,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",409.4
normal,male,vegan,daily,wood,private,diesel,often,56,frequently,1414,medium,7,13,40,3,Yes,"['Plastic', 'Glass', 'Metal']",['Stove'],714.39
underweight,male,pescatarian,more frequently,wood,private,electric,never,164,never,4443,large,4,7,39,9,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",597.05
obese,female,omnivore,twice a day,coal,public,,sometimes,275,frequently,205,extra large,5,10,19,23,Sometimes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",701.25
obese,male,vegetarian,more frequently,natural gas,public,,never,103,very frequently,893,medium,3,19,4,7,Sometimes,"['Paper', 'Metal']",['Microwave'],650.95
obese,female,vegetarian,more frequently,coal,walk/bicycle,,sometimes,177,frequently,5,extra large,7,9,35,0,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",571.7
overweight,female,omnivore,more frequently,natural gas,walk/bicycle,,sometimes,53,never,59,large,3,3,28,22,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",484.8
underweight,male,vegan,twice a day,wood,public,,often,101,very frequently,1220,small,2,15,21,18,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",629.1
normal,male,vegan,more frequently,natural gas,public,,often,189,never,1932,small,5,16,8,4,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",381
underweight,male,omnivore,daily,natural gas,walk/bicycle,,sometimes,238,never,34,medium,4,24,16,9,No,"['Paper', 'Glass']",[],486.3
overweight,male,pescatarian,daily,wood,walk/bicycle,,often,124,never,50,medium,3,4,13,15,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",294.9
obese,male,vegetarian,less frequently,wood,public,,never,198,rarely,932,large,7,18,45,2,Sometimes,"['Paper', 'Plastic']",['Oven'],498.9
obese,female,vegan,more frequently,wood,walk/bicycle,,never,247,very frequently,62,small,6,7,22,13,No,"['Paper', 'Glass']",[],587.7
underweight,female,pescatarian,daily,coal,public,,often,178,never,895,extra large,7,15,24,17,No,"['Plastic', 'Metal']",['Oven'],496.55
obese,female,vegetarian,daily,electricity,public,,sometimes,111,frequently,1607,extra large,5,13,17,1,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",540.45
underweight,male,vegan,daily,coal,public,,sometimes,205,rarely,1702,small,2,13,5,4,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",404.1
overweight,male,pescatarian,less frequently,coal,public,,never,291,frequently,1584,medium,5,12,7,16,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",602.3
underweight,female,omnivore,daily,wood,private,lpg,often,146,very frequently,1200,large,7,16,22,18,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",983.3
overweight,male,pescatarian,more frequently,coal,walk/bicycle,,never,184,never,88,medium,7,16,14,11,Sometimes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",396.4
normal,female,vegan,less frequently,electricity,private,hybrid,often,143,very frequently,1778,small,7,23,3,4,No,"['Plastic', 'Glass', 'Metal']",['Oven'],912.68
overweight,female,pescatarian,less frequently,wood,public,,often,267,very frequently,520,large,3,8,40,6,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",699.7
overweight,female,vegan,less frequently,natural gas,walk/bicycle,,often,96,very frequently,11,small,1,15,9,24,Sometimes,['Metal'],"['Stove', 'Grill', 'Airfryer']",603.1
obese,male,omnivore,twice a day,natural gas,public,,sometimes,241,very frequently,1949,medium,3,11,2,1,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",810.55
obese,male,vegan,daily,electricity,public,,never,215,never,1121,extra large,6,22,35,0,No,"['Plastic', 'Metal']","['Stove', 'Oven']",412.05
normal,male,vegan,less frequently,wood,walk/bicycle,,often,191,rarely,63,medium,5,8,35,3,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",359.1
normal,female,omnivore,more frequently,electricity,private,lpg,never,65,never,2301,extra large,6,15,35,10,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",873.47
underweight,female,pescatarian,less frequently,electricity,private,hybrid,never,290,frequently,583,small,5,13,42,22,Yes,"['Plastic', 'Metal']",['Microwave'],678.93
normal,male,pescatarian,more frequently,natural gas,public,,sometimes,135,frequently,228,medium,5,1,20,4,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",513.9
overweight,male,pescatarian,twice a day,electricity,public,,never,234,rarely,1490,medium,1,22,36,23,Yes,"['Paper', 'Glass']",['Microwave'],513.4
overweight,female,omnivore,more frequently,coal,private,hybrid,never,253,frequently,9663,extra large,3,11,49,9,No,['Metal'],"['Grill', 'Airfryer']",2749.53
underweight,female,vegetarian,less frequently,coal,walk/bicycle,,sometimes,268,very frequently,15,small,2,22,12,0,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",628.8
obese,female,vegetarian,daily,coal,walk/bicycle,,often,250,very frequently,30,medium,2,19,41,14,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",723
underweight,female,vegetarian,less frequently,natural gas,walk/bicycle,,often,167,frequently,10,large,5,13,10,5,No,"['Paper', 'Glass']",['Stove'],489.7
underweight,male,pescatarian,more frequently,wood,public,,often,63,frequently,442,large,2,0,49,9,No,"['Paper', 'Plastic']",[],531.4
normal,male,omnivore,less frequently,electricity,walk/bicycle,,never,291,frequently,99,medium,4,10,30,14,Yes,"['Paper', 'Metal']","['Grill', 'Airfryer']",617.6
obese,male,omnivore,daily,natural gas,walk/bicycle,,never,212,frequently,95,small,6,19,31,22,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']",685.2
overweight,male,omnivore,twice a day,electricity,private,lpg,often,173,rarely,352,medium,2,18,15,24,Yes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",556.73
obese,female,pescatarian,daily,electricity,public,,never,250,rarely,821,extra large,4,11,18,19,Sometimes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",454.55
normal,male,omnivore,twice a day,coal,walk/bicycle,,never,63,never,21,medium,7,15,35,12,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",539.8
overweight,female,pescatarian,less frequently,wood,walk/bicycle,,never,141,very frequently,39,small,6,9,10,4,Yes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",601.1
normal,male,omnivore,less frequently,wood,public,,often,53,rarely,1055,small,7,4,23,20,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",532.05
overweight,female,vegan,more frequently,wood,walk/bicycle,,never,56,frequently,78,extra large,2,3,50,0,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",462.1
overweight,female,vegetarian,less frequently,electricity,public,,often,122,never,403,small,5,21,41,16,Sometimes,"['Plastic', 'Glass']",[],390.35
overweight,female,vegan,more frequently,electricity,walk/bicycle,,often,257,never,54,large,5,24,13,23,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",319.2
obese,male,vegetarian,twice a day,wood,private,lpg,sometimes,84,frequently,4191,extra large,7,0,29,24,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",1216.61
overweight,female,vegetarian,daily,electricity,public,,never,59,very frequently,913,small,4,8,14,11,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",614.55
normal,male,vegetarian,twice a day,coal,walk/bicycle,,never,243,rarely,92,small,7,24,39,21,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",503.3
overweight,male,pescatarian,daily,wood,public,,sometimes,125,rarely,684,extra large,6,12,1,4,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",392.2
underweight,female,pescatarian,more frequently,coal,private,diesel,never,82,rarely,831,large,2,6,23,18,No,"['Paper', 'Plastic']",['Stove'],563.8
underweight,female,vegan,less frequently,natural gas,public,,often,275,frequently,835,extra large,6,17,39,15,No,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",631.25
underweight,female,vegan,less frequently,coal,private,diesel,never,265,frequently,8311,large,2,8,19,17,No,['Metal'],"['Stove', 'Microwave']",1910.68
obese,female,vegan,daily,natural gas,public,,never,174,very frequently,171,medium,2,11,24,13,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],627.95
normal,male,pescatarian,less frequently,natural gas,private,hybrid,never,207,very frequently,3424,medium,7,19,36,2,No,['Metal'],['Stove'],1458.24
overweight,female,vegan,less frequently,natural gas,walk/bicycle,,sometimes,85,rarely,19,small,2,13,32,2,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",372.5
overweight,female,vegan,twice a day,wood,private,electric,sometimes,56,rarely,6873,large,2,0,33,14,Yes,"['Paper', 'Glass', 'Metal']",[],668.75
normal,female,vegetarian,twice a day,natural gas,private,electric,sometimes,152,very frequently,8676,medium,2,2,18,5,No,['Plastic'],['Stove'],1049.5
normal,male,omnivore,daily,coal,walk/bicycle,,never,270,rarely,14,extra large,6,18,47,21,No,"['Glass', 'Metal']","['Oven', 'Microwave']",673
obese,female,vegan,less frequently,natural gas,public,,sometimes,116,frequently,336,small,6,15,17,19,No,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",506.4
obese,male,vegan,twice a day,natural gas,private,hybrid,often,108,frequently,5284,medium,2,18,39,21,Yes,['Plastic'],"['Grill', 'Airfryer']",1642.94
normal,female,pescatarian,more frequently,coal,public,,never,259,frequently,1690,extra large,3,24,8,16,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",618.9
obese,male,vegetarian,more frequently,wood,public,,often,94,rarely,1128,large,7,5,48,4,No,['Paper'],"['Stove', 'Microwave']",495.3
underweight,male,vegan,daily,electricity,private,diesel,often,137,rarely,2988,small,5,10,11,3,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",795.15
obese,female,omnivore,daily,coal,private,electric,never,251,rarely,4999,extra large,5,3,1,0,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",736.05
underweight,male,vegan,twice a day,electricity,private,petrol,sometimes,284,never,2236,medium,3,4,50,22,No,[],"['Stove', 'Grill', 'Airfryer']",804.21
overweight,female,omnivore,less frequently,natural gas,public,,sometimes,111,frequently,1682,extra large,1,17,13,3,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",669.7
overweight,male,vegan,daily,coal,walk/bicycle,,often,63,never,2,extra large,4,9,15,22,No,['Glass'],"['Stove', 'Oven']",345.3
normal,male,vegetarian,more frequently,coal,walk/bicycle,,often,249,never,35,large,1,14,7,4,No,['Metal'],"['Grill', 'Airfryer']",319.9
